ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
55183	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31250;1			29			55183
55184	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31251;1			30			55184
55185	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31498;1			31			55185
55186	Tèng-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31526;1			32			55186
55187	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31252;1			2			55187
55188	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31253;1			3			55188
55189	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31254;1			4			55189
55190	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31255;1			6			55190
55191	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31256;1			8			55191
55192	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31257;1			9			55192
55193	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31258;1			11			55193
55194	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31259;1			12			55194
55195	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31260;1			14			55195
55196	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31261;1			15			55196
55197	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31262;1			17			55197
55198	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31263;1			18			55198
55199	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31264;1			20			55199
55200	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31265;1			21			55200
55201	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31266;1			23			55201
55202	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31267;1			25			55202
55203	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31268;1			26			55203
55204	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31269;1			27			55204
55205	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31270;1			29			55205
55206	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31271;1			30			55206
55207	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31499;1			31			55207
55208	Tèng-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31527;1			32			55208
55209	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30631;1			2			55209
55210	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30632;1			3			55210
55211	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30633;1			4			55211
55212	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30634;1			6			55212
55213	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30635;1			8			55213
55214	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30636;1			9			55214
55215	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30637;1			11			55215
55216	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30638;1			12			55216
55217	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30639;1			14			55217
55218	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30640;1			15			55218
55219	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30641;1			17			55219
55220	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30642;1			18			55220
55221	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30643;1			20			55221
55222	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30644;1			21			55222
55223	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30645;1			23			55223
55224	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30646;1			25			55224
55225	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30647;1			26			55225
55226	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30648;1			27			55226
55227	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30649;1			29			55227
55228	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;30650;1			30			55228
55229	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;32160;1			31			55229
55230	Liªu-Thanh Long Nguyªn So¸i Kh«i	0;103;32168;1			32			55230
55231	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30631;1			2			55231
55232	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30632;1			3			55232
55233	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30633;1			4			55233
55234	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30634;1			6			55234
55235	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30635;1			8			55235
55236	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30636;1			9			55236
55237	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30637;1			11			55237
55238	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30638;1			12			55238
55239	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30639;1			14			55239
55240	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30640;1			15			55240
55241	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30641;1			17			55241
55242	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30642;1			18			55242
55243	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30643;1			20			55243
55244	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30644;1			21			55244
55245	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30645;1			23			55245
55246	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30646;1			25			55246
55247	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30647;1			26			55247
55248	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30648;1			27			55248
55249	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30649;1			29			55249
55250	Liªu-Thanh Long Nguyªn So¸i Y	0;100;30650;1			30			55250
55251	Liªu-Thanh Long Nguyªn So¸i Y	0;100;32166;1			31			55251
55252	Liªu-Thanh Long Nguyªn So¸i Y	0;100;32168;1			32			55252
55253	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30631;1			2			55253
55254	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30632;1			3			55254
55255	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30633;1			4			55255
55256	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30634;1			6			55256
55257	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30635;1			8			55257
55258	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30636;1			9			55258
55259	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30637;1			11			55259
55260	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30638;1			12			55260
55261	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30639;1			14			55261
55262	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30640;1			15			55262
55263	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30641;1			17			55263
55264	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30642;1			18			55264
55265	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30643;1			20			55265
55266	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30644;1			21			55266
55267	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30645;1			23			55267
55268	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30646;1			25			55268
55269	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30647;1			26			55269
55270	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30648;1			27			55270
55271	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30649;1			29			55271
55272	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;30650;1			30			55272
55273	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;32160;1			31			55273
55274	Liªu-Thanh Long Nguyªn So¸i Trang	0;101;32164;1			32			55274
55275	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31334;1			2			55275
55276	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31335;1			3			55276
55277	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31336;1			4			55277
55278	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31337;1			6			55278
55279	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31338;1			8			55279
55280	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31339;1			9			55280
55281	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31340;1			11			55281
55282	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31341;1			12			55282
55283	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31342;1			14			55283
55284	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31343;1			15			55284
55285	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31344;1			17			55285
55286	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31345;1			18			55286
55287	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31346;1			20			55287
55288	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31347;1			21			55288
55289	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31348;1			23			55289
55290	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31349;1			25			55290
55291	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31350;1			26			55291
55292	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31351;1			27			55292
55293	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31352;1			29			55293
55294	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31353;1			30			55294
55295	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31510;1			31			55295
55296	Liªu-Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31538;1			32			55296
55297	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31354;1			2			55297
55298	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31355;1			3			55298
55299	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31356;1			4			55299
55300	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31357;1			6			55300
55301	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31358;1			8			55301
55302	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31359;1			9			55302
55303	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31360;1			11			55303
55304	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31361;1			12			55304
55305	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31362;1			14			55305
55306	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31363;1			15			55306
55307	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31364;1			17			55307
55308	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31365;1			18			55308
55309	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31366;1			20			55309
55310	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31367;1			21			55310
55311	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31368;1			23			55311
55312	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31369;1			25			55312
55313	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31370;1			26			55313
55314	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31371;1			27			55314
55315	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31372;1			29			55315
55316	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31373;1			30			55316
55317	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31511;1			31			55317
55318	Liªu-Thanh Long Nguyªn So¸i Hæ Phï	0;102;31539;1			32			55318
55319	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31374;1			2			55319
55320	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31375;1			3			55320
55321	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31376;1			4			55321
55322	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31377;1			6			55322
55323	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31378;1			8			55323
55324	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31379;1			9			55324
55325	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31380;1			11			55325
55326	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31381;1			12			55326
55327	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31382;1			14			55327
55328	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31383;1			15			55328
55329	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31384;1			17			55329
55330	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31385;1			18			55330
55331	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31386;1			20			55331
55332	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31387;1			21			55332
55333	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31388;1			23			55333
55334	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31389;1			25			55334
55335	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31390;1			26			55335
55336	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31391;1			27			55336
55337	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31392;1			29			55337
55338	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31393;1			30			55338
55339	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31512;1			31			55339
55340	Liªu-Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31540;1			32			55340
55341	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31394;1			2			55341
55342	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31395;1			3			55342
55343	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31396;1			4			55343
55344	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31397;1			6			55344
55345	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31398;1			8			55345
55346	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31399;1			9			55346
55347	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31400;1			11			55347
55348	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31401;1			12			55348
55349	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31402;1			14			55349
55350	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31403;1			15			55350
55351	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31404;1			17			55351
55352	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31405;1			18			55352
55353	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31406;1			20			55353
55354	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31407;1			21			55354
55355	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31408;1			23			55355
55356	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31409;1			25			55356
55357	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31410;1			26			55357
55358	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31411;1			27			55358
55359	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31412;1			29			55359
55360	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31413;1			30			55360
55361	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31513;1			31			55361
55362	Liªu-Thanh Long Nguyªn So¸i LÖnh Bµi	0;102;31541;1			32			55362

55363	Tèng-Thanh Long Nguyªn So¸i §ao (Cao)	0;3;30864;1			2			55363
55364	Tèng-Thanh Long Nguyªn So¸i Tr­îng (Cao)	0;8;30865;1			3			55364
55365	Tèng-Thanh Long Nguyªn So¸i Thñ (Cao)	0;0;30866;1			4			55365
55366	Tèng-Thanh Long Nguyªn So¸i Ch©m (Cao)	0;1;30867;1			6			55366
55367	Tèng-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;30868;1			8			55367
55368	Tèng-Thanh Long Nguyªn So¸i CÇm (Cao)	0;10;30869;1			9			55368
55369	Tèng-Thanh Long Nguyªn So¸i Thñ (Cao)	0;0;30870;1			11			55369
55370	Tèng-Thanh Long Nguyªn So¸i C«n (Cao)	0;5;30871;1			12			55370
55371	Tèng-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;30872;1			14			55371
55372	Tèng-Thanh Long Nguyªn So¸i Bót (Cao)	0;9;30873;1			15			55372
55373	Tèng-Thanh Long Nguyªn So¸i Th­¬ng (Cao)	0;6;30874;1			17			55373
55374	Tèng-Thanh Long Nguyªn So¸i Cung (Cao)	0;4;30875;1			18			55374
55375	Tèng-Thanh Long Nguyªn So¸i Song §ao (Cao)	0;7;30876;1			20			55375
55376	Tèng-Thanh Long Nguyªn So¸i Tr¶o (Cao)	0;11;30877;1			21			55376
55377	Tèng-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;30878;1			23			55377
55378	Tèng-Thanh Long Nguyªn So¸i §ao (Cao)	0;3;30879;1			25			55378
55379	Tèng-Thanh Long Nguyªn So¸i Bót (Cao)	0;9;30880;1			26			55379
55380	Tèng-Thanh Long Nguyªn So¸i Tr¶o (Cao)	0;11;30881;1			27			55380
55381	Tèng-Thanh Long Nguyªn So¸i PhiÕn (Cao)	0;13;30882;1			29			55381
55382	Tèng-Thanh Long Nguyªn So¸i §Þch (Cao)	0;12;30883;1			30			55382
55383	Tèng-Thanh Long Nguyªn So¸i Chñy (Cao)	0;14;32176;1			31			55383
55384	Tèng-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;32204;1			32			55384
55385	Liªu-Thanh Long Nguyªn So¸i §ao (Cao)	0;3;31004;1			2			55385
55386	Liªu-Thanh Long Nguyªn So¸i Tr­îng (Cao)	0;8;31005;1			3			55386
55387	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao)	0;0;31006;1			4			55387
55388	Liªu-Thanh Long Nguyªn So¸i Ch©m (Cao)	0;1;31007;1			6			55388
55389	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;31008;1			8			55389
55390	Liªu-Thanh Long Nguyªn So¸i CÇm (Cao)	0;10;31009;1			9			55390
55391	Liªu-Thanh Long Nguyªn So¸i Thñ (Cao)	0;0;31010;1			11			55391
55392	Liªu-Thanh Long Nguyªn So¸i C«n (Cao)	0;5;31011;1			12			55392
55393	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;31012;1			14			55393
55394	Liªu-Thanh Long Nguyªn So¸i Bót (Cao)	0;9;31013;1			15			55394
55395	Liªu-Thanh Long Nguyªn So¸i Th­¬ng (Cao)	0;6;31014;1			17			55395
55396	Liªu-Thanh Long Nguyªn So¸i Cung (Cao)	0;4;31015;1			18			55396
55397	Liªu-Thanh Long Nguyªn So¸i Song §ao (Cao)	0;7;31016;1			20			55397
55398	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao)	0;11;31017;1			21			55398
55399	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;31018;1			23			55399
55400	Liªu-Thanh Long Nguyªn So¸i §ao (Cao)	0;3;31019;1			25			55400
55401	Liªu-Thanh Long Nguyªn So¸i Bót (Cao)	0;9;31020;1			26			55401
55402	Liªu-Thanh Long Nguyªn So¸i Tr¶o (Cao)	0;11;31021;1			27			55402
55403	Liªu-Thanh Long Nguyªn So¸i PhiÕn (Cao)	0;13;31022;1			29			55403
55404	Liªu-Thanh Long Nguyªn So¸i §Þch (Cao)	0;12;31023;1			30			55404
55405	Liªu-Thanh Long Nguyªn So¸i Chñy (Cao)	0;14;32188;1			31			55405
55406	Liªu-Thanh Long Nguyªn So¸i KiÕm (Cao)	0;2;32216;1			32			55406

55407	H-LiÖt Nham-Lv7	0;148;101;1						55407
55408	H-Ph¸ Kh«ng-Lv7	0;148;102;1						55408
55409	H-Tóy KiÕm-Lv7	0;148;103;1						55409
55410	H-TËt Phong-Lv7	0;148;104;1						55410
55411	H-TÊn Vò-Lv7	0;148;105;1						55411
55412	H-¦ng TËp-Lv7	0;148;115;1						55412
55413	H-Linh T©m-Lv7	0;148;116;1						55413
55414	H-ThÇn Lùc-Lv7	0;148;106;1						55414
55415	H-Ng­ng ThÇn-Lv7	0;148;107;1						55415
55416	H-V« Gian-Lv7	0;148;108;1						55416
55417	H-V« Cùc-Lv7	0;148;109;1						55417
55418	H-Cuång NhÉn-Lv7	0;148;110;1						55418
55419	H-L¨ng NhuÖ-Lv7	0;148;111;1						55419
55420	H-Linh Viªn-Lv7	0;148;112;1						55420
55421	H-H¶i VËn-Lv7	0;148;113;1						55421
55422	H-H¶i T©m-Lv7	0;148;114;1						55422
55423	H-LiÖt Nham-Lv7	0;148;101;1						55423
55424	H-Ph¸ Kh«ng-Lv7	0;148;102;1						55424
55425	H-Tóy KiÕm-Lv7	0;148;103;1						55425
55426	H-TËt Phong-Lv7	0;148;104;1						55426
55427	H-TÊn Vò-Lv7	0;148;105;1						55427
55428	H-¦ng TËp-Lv7	0;148;115;1						55428
55429	H-Linh T©m-Lv7	0;148;116;1						55429
55430	H-ThÇn Lùc-Lv7	0;148;106;1						55430
55431	H-Ng­ng ThÇn-Lv7	0;148;107;1						55431
55432	H-V« Gian-Lv7	0;148;108;1						55432
55433	H-V« Cùc-Lv7	0;148;109;1						55433
55434	H-Cuång NhÉn-Lv7	0;148;110;1						55434
55435	H-L¨ng NhuÖ-Lv7	0;148;111;1						55435
55436	H-Linh Viªn-Lv7	0;148;112;1						55436
55437	H-H¶i VËn-Lv7	0;148;113;1						55437
55438	H-H¶i T©m-Lv7	0;148;114;1						55438

55439	Tói kü n¨ng thó c­ng cÊp 6	2;1;40037;1						55439
55440	Tói kü n¨ng thó c­ng cÊp 7	2;1;40038;1						55440
55441	Chiªu Yªu Kú	2;1;31307;1						55441
55442	§Þa Linh Tinh Hoa	2;1;31600;1						55442

55443	TÝn VËt cÊp 21	0;155;21;1						55443
55444	TÝn VËt cÊp 22	0;155;22;1						55444
55445	TÝn VËt cÊp 23	0;155;23;1						55445
55446	TÝn VËt cÊp 24	0;155;24;1						55446
55447	TÝn VËt cÊp 25	0;155;25;1						55447

55448	L¨ng S­¬ng LÖnh_CH (§Çu)	2;1;31684;1						55448
55449	L¨ng S­¬ng LÖnh_CH (¸o)	2;1;31685;1						55449
55450	L¨ng S­¬ng LÖnh_CH (QuÇn)	2;1;31686;1						55450
55451	L¨ng S­¬ng LÖnh_CH (Trang Søc)	2;1;31688;1						30000;55451;55452
55453	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			2			55453
55454	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			3			55454
55455	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			4			55455
55456	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			6			55456
55457	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			8			55457
55458	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			9			55458
55459	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			11			55459
55460	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			12			55460
55461	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			14			55461
55462	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			15			55462
55463	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			17			55463
55464	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			18			55464
55465	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			20			55465
55466	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			21			55466
55467	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			23			55467
55468	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			25			55468
55469	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			26			55469
55470	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			27			55470
55471	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			29			55471
55472	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			30			55472
55473	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			31			55473
55474	L¨ng S­¬ng LÖnh_CH (Vò KhÝ)	2;1;31687;1			32			55474


55475	Huy Ch­¬ng C«n B»ng	0;153;41;1						55475
55476	Huy Ch­¬ng Toan Nghª	0;153;42;1						55476
55477	Huy Ch­¬ng Chóc Long	0;153;43;1						55477
55478	Phi Phong C«n B»ng	0;152;41;1						55478
55479	Phi Phong Toan Nghª	0;152;42;1						55479
55480	Phi Phong Chóc Long	0;152;43;1						55480
55481	Giµy C«n B»ng	0;154;41;1						55481
55482	Giµy Toan Nghª	0;154;42;1						55482
55483	Giµy Chóc Long	0;154;43;1						55483

55484	TÈy T©m Th¹ch CÊp 9	2;1;31762;1						55484
55485	LuyÖn L« ThiÕt CÊp 9	2;1;31761;1						55485

55486	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32398;1			2			55486
55487	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32399;1			3			55487
55488	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32400;1			4			55488
55489	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32401;1			6			55489
55490	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32402;1			8			55490
55491	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32403;1			9			55491
55492	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32404;1			11			55492
55493	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32405;1			12			55493
55494	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32406;1			14			55494
55495	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32407;1			15			55495
55496	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32408;1			17			55496
55497	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32409;1			18			55497
55498	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32410;1			20			55498
55499	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32411;1			21			55499
55500	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32412;1			23			55500
55501	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32413;1			25			55501
55502	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32414;1			26			55502
55503	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32415;1			27			55503
55504	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32416;1			29			55504
55505	Tèng-ThÇn ¦ng So¸i Kh«i	0;103;32417;1			30			55505
