Task_ID	dialog_diff	dialog_1	dialog_2	dialog_3	dialog_4	dialog_5	dialog_6	dialog_7	dialog_8	dialog_9	dialog_10	dialog_11	dialog_12	dialog_13	dialog_14	dialog_15	dialog_16	dialog_17	dialog_18	dialog_19	dialog_20	Description	Task_Tip	Unfinish_Talk
620	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
621	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 1 §ång TÕ Chi NguyÖn, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 1 §ång TÕ Chi NguyÖn		
621	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
622	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 1 Huy NguyÖt Th¹ch, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 1 Huy NguyÖt Th¹ch		
622	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
623	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 10 HuyÒn Viªm ThiÕt, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 10 HuyÒn Viªm ThiÕt		
623	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
624	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 10 Viªm Linh Ti, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 10 Viªm Linh Ti		
624	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
625	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 10 Da Ma Lang, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 10 Da Ma Lang		
625	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
626	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, kh¸ch hµng muèn cã 10 Da §Şa Long, giao cho ng­¬i lµm ®Êy.	PlayerName: H·y giao cho ta																			T×m 10 Da §Şa Long		
626	finish_talk	NpcName: Còng nhanh tay ®Êy, xem ra ng­¬i rÊt ®­îc viÖc.	PlayerName: ChuyÖn nhá th«i mµ.																					
627	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña ¤ M«ng Bé-Ng« Lçi, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt ¤ M«ng Bé-Ng« Lçi		
627	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
628	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña T©y Song B¶n N¹p-§oµn Vò Tr¹ch, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt T©y Song B¶n N¹p 2-§oµn Vò Tr¹ch		
628	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
629	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Miªu LÜnh-M«ng NghŞ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Miªu LÜnh-M«ng NghŞ		
629	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
630	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §«ng H¶i H¶i T©n-Nguyªn TrÜ Sinh, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §«ng H¶i H¶i T©n 2-Nguyªn TrÜ Sinh		
630	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
631	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thanh ¢m §éng-T©n Chi Trî, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thanh ¢m §éng-T©n Chi Trî		
631	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
632	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña NhŞ Long S¬n-Gi¶i Tr©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt NhŞ Long S¬n-Gi¶i Tr©n		
632	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
633	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña D· Tr­ L©m-Thêi BÊt Thiªn, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt D· Tr­ L©m-Thêi BÊt Thiªn		
633	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
634	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Nh¹n M«n Quan-Phan Hæ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Nh¹n M«n Quan-Phan Hæ		
634	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
635	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §¹i Th¶o Nguyªn 1-Tiªu V©n Lan, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §¹i Th¶o Nguyªn 1-Tiªu V©n Lan		
635	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
636	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Mª Cung Sa M¹c-M¹nh Du B×nh, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Mª Cung Sa M¹c-M¹nh Du B×nh		
636	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
637	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña D­îc V­¬ng Cèc-Viªn H¹o, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt D­îc V­¬ng Cèc-Viªn H¹o		
637	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
638	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña KiÕm C¸c Thôc §¹o-YÕn L¨ng V©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt KiÕm C¸c Thôc §¹o-YÕn L¨ng V©n		
638	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
639	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Vò L¨ng S¬n-Lª Bµng Tö, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Vò L¨ng S¬n-Lª Bµng Tö		
639	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
640	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Mé TuyÕt S¬n Trang-Giang Thiªn S¬n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Mé TuyÕt S¬n Trang-Giang Thiªn S¬n		
640	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
641	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña H¹nh Hoa Th«n-Ng­u NhŞ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt H¹nh Hoa Th«n-Ng­u NhŞ		
641	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
642	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thanh Thµnh S¬n-Tam ThiÕu Gia, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thanh Thµnh S¬n-Tam ThiÕu Gia		
642	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
643	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Quang Minh §Ønh-¢n V« Phóc, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Quang Minh §Ønh-¢n V« Phóc		
643	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
644	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §iÓm Th­¬ng S¬n-Lam Bµo Kh¸ch, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §iÓm Th­¬ng S¬n-Lam Bµo Kh¸ch		
644	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
645	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Phong §«-D¹ Xoa, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Phong §«-D¹ Xoa		
645	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
646	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thiªn S­ §éng 2-Phi T­íng Qu©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thiªn S­ §éng 2-Phi T­íng Qu©n		
646	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
647	get_talk	NpcName: Nghe nãi gÇn ®©y §Şa HuyÒn Cung x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 §Şa HuyÒn Cung Än.	PlayerName: §­îc!																			Qua ¶i §Şa HuyÒn Cung vµ nhËn ®­îc 1 §Şa HuyÒn Cung Än		
647	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
648	get_talk	NpcName: Nghe nãi gÇn ®©y V¹n KiÕm Tròng x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 B¸ch LuyÖn ThÇn ThiÕt.	PlayerName: §­îc!																			Qua ¶i V¹n KiÕm Tròng vµ nhËn ®­îc 1 B¸ch LuyÖn ThÇn ThiÕt		
648	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
649	get_talk	NpcName: Nghe nãi gÇn ®©y L­¬ng S¬n x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Xuyªn V©n TiÔn.	PlayerName: §­îc!																			Qua ¶i L­¬ng S¬n vµ nhËn ®­îc 1 Tói Xuyªn V©n TiÔn		
649	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
650	get_talk	NpcName: Nghe nãi gÇn ®©y KiÕm §·ng YÕn V©n x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 T­íng Qu©n Kh¶i.	PlayerName: §­îc!																			Qua ¶i KiÕm §·ng YÕn V©n vµ nhËn ®­îc Khai S¬n Phñ		
650	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
651	get_talk	NpcName: Nghe nãi gÇn ®©y Th¸i H­ x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Th¸i H­ Th¹ch.	PlayerName: §­îc!																			Qua ¶i Th¸i H­ vµ nhËn ®­îc 1 Th¸i H­ Th¹ch		
651	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
652	get_talk	NpcName: Nghe nãi gÇn ®©y Th¸i NhÊt Th¸p x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Th­ Tay LÖnh C«ng.	PlayerName: §­îc!																			Qua ¶i Th¸i NhÊt Th¸p vµ nhËn ®­îc 1 Th­ Tay LÖnh C«ng		
652	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
653	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña ¤ M«ng Bé-Ng« Lçi, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt ¤ M«ng Bé-Ng« Lçi		
653	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
654	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña T©y Song B¶n N¹p-§oµn Vò Tr¹ch, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt T©y Song B¶n N¹p 2-§oµn Vò Tr¹ch		
654	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
655	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Miªu LÜnh-M«ng NghŞ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Miªu LÜnh-M«ng NghŞ		
655	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
656	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §«ng H¶i H¶i T©n-Nguyªn TrÜ Sinh, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §«ng H¶i H¶i T©n 2-Nguyªn TrÜ Sinh		
656	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
657	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thanh ¢m §éng-T©n Chi Trî, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thanh ¢m §éng-T©n Chi Trî		
657	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
658	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña NhŞ Long S¬n-Gi¶i Tr©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt NhŞ Long S¬n-Gi¶i Tr©n		
658	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
659	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña D· Tr­ L©m-Thêi BÊt Thiªn, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt D· Tr­ L©m-Thêi BÊt Thiªn		
659	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
660	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Nh¹n M«n Quan-Phan Hæ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Nh¹n M«n Quan-Phan Hæ		
660	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
661	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §¹i Th¶o Nguyªn 1-Tiªu V©n Lan, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §¹i Th¶o Nguyªn 1-Tiªu V©n Lan		
661	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
662	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Mª Cung Sa M¹c-M¹nh Du B×nh, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Mª Cung Sa M¹c-M¹nh Du B×nh		
662	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
663	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña D­îc V­¬ng Cèc-Viªn H¹o, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt D­îc V­¬ng Cèc-Viªn H¹o		
663	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
664	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña KiÕm C¸c Thôc §¹o-YÕn L¨ng V©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt KiÕm C¸c Thôc §¹o-YÕn L¨ng V©n		
664	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
665	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Vò L¨ng S¬n-Lª Bµng Tö, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Vò L¨ng S¬n-Lª Bµng Tö		
665	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
666	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Mé TuyÕt S¬n Trang-Giang Thiªn S¬n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Mé TuyÕt S¬n Trang-Giang Thiªn S¬n		
666	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
667	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña H¹nh Hoa Th«n-Ng­u NhŞ, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt H¹nh Hoa Th«n-Ng­u NhŞ		
667	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
668	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thanh Thµnh S¬n-Tam ThiÕu Gia, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thanh Thµnh S¬n-Tam ThiÕu Gia		
668	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
669	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Quang Minh §Ønh-¢n V« Phóc, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Quang Minh §Ønh-¢n V« Phóc		
669	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
670	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña §iÓm Th­¬ng S¬n-Lam Bµo Kh¸ch, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt §iÓm Th­¬ng S¬n-Lam Bµo Kh¸ch		
670	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
671	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Phong §«-D¹ Xoa, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Phong §«-D¹ Xoa		
671	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
672	get_talk	NpcName: H«m nay ta nhËn mét vô lµm ¨n, cã ng­êi muèn mua thñ cÊp cña Thiªn S­ §éng 2-Phi T­íng Qu©n, viÖc nµy giao cho ng­¬i ®Êy.	PlayerName: §­îc!																			DiÖt Thiªn S­ §éng 2-Phi T­íng Qu©n		
672	finish_talk	NpcName: Mäi chuyÖn æn chø?	PlayerName: Mäi chuyÖn vÉn æn.																					
673	get_talk	NpcName: Nghe nãi gÇn ®©y §Şa HuyÒn Cung x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 §Şa HuyÒn Cung Än.	PlayerName: §­îc!																			Qua ¶i §Şa HuyÒn Cung vµ nhËn ®­îc 1 §Şa HuyÒn Cung Än		
673	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
674	get_talk	NpcName: Nghe nãi gÇn ®©y V¹n KiÕm Tròng x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 B¸ch LuyÖn ThÇn ThiÕt.	PlayerName: §­îc!																			Qua ¶i V¹n KiÕm Tròng vµ nhËn ®­îc 1 B¸ch LuyÖn ThÇn ThiÕt		
674	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
675	get_talk	NpcName: Nghe nãi gÇn ®©y L­¬ng S¬n x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Xuyªn V©n TiÔn.	PlayerName: §­îc!																			Qua ¶i L­¬ng S¬n vµ nhËn ®­îc 1 Tói Xuyªn V©n TiÔn		
675	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
676	get_talk	NpcName: Nghe nãi gÇn ®©y KiÕm §·ng YÕn V©n x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 T­íng Qu©n Kh¶i.	PlayerName: §­îc!																			Qua ¶i KiÕm §·ng YÕn V©n vµ nhËn ®­îc Khai S¬n Phñ		
676	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
677	get_talk	NpcName: Nghe nãi gÇn ®©y Th¸i H­ x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Th¸i H­ Th¹ch.	PlayerName: §­îc!																			Qua ¶i Th¸i H­ vµ nhËn ®­îc 1 Th¸i H­ Th¹ch		
677	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
678	get_talk	NpcName: Nghe nãi gÇn ®©y Th¸i NhÊt Th¸p x¶y ra chuyÖn l¹, ng­¬i h·y ®Õn ®ã xem thö, tiÖn thÓ lÊy cho ta 1 Th­ Tay LÖnh C«ng.	PlayerName: §­îc!																			Qua ¶i Th¸i NhÊt Th¸p vµ nhËn ®­îc 1 Th­ Tay LÖnh C«ng		
678	finish_talk	NpcName: ChuyÖn lµm ®Õn ®©u råi?	PlayerName: Mäi chuyÖn vÉn æn.																					
679	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän Nhai Th­îng S¬n TÆc ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			DiÖt 20 Nhai Th­îng S¬n TÆc		
679	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
680	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän NguyÖt §µn Hé Ph¸p ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			DiÖt 20 NguyÖt §µn Hé Ph¸p		
680	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
681	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän L­u Vong ƒc §å ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			Tiªu diÖt 20 L­u Vong ƒc §å		
681	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
682	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän Tinh §µn Hé Ph¸p ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			DiÖt 20 Tinh §µn Hé Ph¸p		
682	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
683	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän Giang Hå Tiªu TiÓu ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			DiÖt 20 Giang Hå Tiªu TiÓu		
683	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
684	get_talk	NpcName: Ng­¬i ®Õn ®óng lóc l¾m, bän NhËt §µn Hé Ph¸p ë ThÊt L¹c Nhai d¹o nµy d¸m ngang nhiªn khiªu khİch ph¸i ta, h·y cho chóng mét bµi häc!	PlayerName: §­îc, ta sÏ ®i ngay.																			Tiªu diÖt 20 NhËt §µn Hé Ph¸p		
684	finish_talk	NpcName: ThÕ nµo råi?	PlayerName: Ta ®· hoµn thµnh ñy th¸c.																					
