Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Sè thø tù mËt tŞch	L­u	id kü n¨ng (dïng ph¸n ®o¸n lo¹i trõ)	L­u	L­u	L­u	L­u	L­u	L­u	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	L­u ( Ch÷ sè)	L­u ph¸i (L­u ph¸i id. Kh«ng ®iÒn hoÆc mÆc ®Şnh sè nhá h¬n 0 ®Òu cã thÓ t¶i)	L­u ( Ch÷ sè)	
LuyÖn KiÕm-Thiªn Minh QuyÕt	2	6	396	1	1	1	396	5	1889									\image\item\book\jue_003a1.spr	\image\item\book\jue_003a0.spr	Chiªu 1 t¨ng [<color=Gold>10<color=White>]% kİch ho¹t<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî<enter>Thêi gian duy tr× t¨ng [<color=Gold>25<color=White>]%<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî 		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
Linh KiÕm TriÖu Håi QuyÕt	2	6	397	1	1	1	397	6	1894									\image\item\book\jue_003a1.spr	\image\item\book\jue_003a0.spr	Linh KiÕm TriÖu Håi: Sau khi thi triÓn sÏ nhËn 1 thuÉn hÊp thu [<color=Gold>1000<color=White>]<color=Blue1>?<color=White> hç trî c«ng kİch mËt tŞch t¨ng  s¸t th­¬ng, duy tr× 2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
LuyÖn KiÕm-Phong CËn QuyÕt	2	6	398	1	1	1	398	7	1890									\image\item\book\jue_010a1.spr	\image\item\book\jue_010a0.spr	Chiªu 1 t¨ng [<color=Gold>10<color=White>]% kİch ho¹t<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî<enter>Thêi gian duy tr× t¨ng [<color=Gold>25<color=White>]%<color=Blue1>?<color=White>MËt tŞch thªm tÊn c«ng phô trî 		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
B¹o L«i KiÕm Canh QuyÕt	2	6	399	1	1	1	399	8	1892									\image\item\book\jue_010a1.spr	\image\item\book\jue_010a0.spr	TÊn c«ng b¶n thÓ g©y thªm [<color=Gold>20<color=White>]%<color=Blue1>?<color=White> c«ng kİch ngo¹i c«ng mËt tŞch t¨ng   Tû lÖ TĞ Ng·		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
KiÕm ı X¹ QuyÕt	2	6	400	1	1	1	400	9	1895									\image\item\book\jue_011a1.spr	\image\item\book\jue_011a0.spr	KĞo dµi thêi gian duy tr× [<color=Gold>100<color=White>]%<color=Blue1>?<color=White> hç trî c«ng kİch mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
KiÕm Thñ Kh«ng Minh QuyÕt	2	6	401	1	1	1	401	10	1896									\image\item\book\jue_011a1.spr	\image\item\book\jue_011a0.spr	Gi¶m tèc ®é xuÊt chiªu cña kÎ thï [<color=Gold>25<color=White>]%<color=Blue1>?<color=White> hç trî c«ng kİch mËt tŞch t¨ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
Håi Phong KiÕm Canh QuyÕt	2	6	402	1	1	1	402	11	1893									\image\item\book\jue_011a1.spr	\image\item\book\jue_011a0.spr	Gi·n c¸ch gi¶m [<color=Gold>15<color=White>] gi©y<color=Blue1>?<color=White>MËt tŞch thªm Ngo¹i C«ng 		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		999
Ph¸-Linh Lung Thİch	2	6	403	1	1	1	403		1874									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>HÖ ngo¹i c«ng chñ ®éng<enter><enter>KÌm lùc tÊn c«ng <color=Gold>1000<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ng­ng-L­u Tinh C¶n NguyÖt	2	6	404	1	1	1	404		1881									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>HÖ ngo¹i c«ng chñ ®éng<enter><enter>X¸c suÊt kİch ho¹t chiªu thøc t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ph¸-MŞ ¶nh T©m Ph¸p	2	6	405	1	1	1	405		1872									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî tÊn c«ng<enter><enter>T¨ng B¹o Kİch <color=Gold>20<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ng­ng-To¸i Méng B¨ng	2	6	406	1	1	1	406		1880									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>HÖ ngo¹i c«ng chñ ®éng<enter><enter><color=Gold>25% <color=White>hoµn tr¶ <color=Gold>3 <color=White>®iÓm S¸t ı		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ngù-S¸t ı	2	6	407	1	1	1	407		1875									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî phßng ngù<enter><enter>T¨ng V« cô <color=Gold>50<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ngù-Hçn §én §Êu Ph¸ch	2	6	408	1	1	1	408		1879									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî tÊn c«ng<enter><enter>Trong thêi gian hiÖu lùc, miÔn dŞch tö vong 1 lÇn, håi 15000 sinh lùc<color=Gold>		QuyÕt YÕu	\script\item\addenda.lua	7	0		31		
Ng­ng-KiÕm Thñ Kh«ng Minh	2	6	409	1	1	1	409		1896									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî phßng ngù<enter><enter>T¨ng <color=Gold>3 « <color=White> ph¹m vi hiÖu qu¶ thñ hé		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
¸m-§o¹n Thñy KiÕm Canh	2	6	410	1	1	1	410		1891									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî tÊn c«ng<enter><enter>Cã <color=Gold>10% <color=White> lµm môc tiªu ®Şnh th©n <color=Gold>2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
Ngù-TriÖu Håi Linh KiÕm	2	6	411	1	1	1	411		1894									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	TriÖu Håi Linh KiÕm: Sai khi xuÊt chiªu, nhËn ®­îc 1 hé thuÉn hÊp thu [<color=Gold>10000<color=White>]<color=Blue1> x <color=White> phßng thñ t¨ng thªm tõ MËt TŞch, duy tr× 2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
Ng­ng-Håi Phong KiÕm Canh	2	6	412	1	1	1	412		1893									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter> Trong 10 gi©y, khiÕn tØ lÖ néi ngo¹i c«ng cña môc tiªu gi¶m [<color=Gold>25<color=White>]%<color=Blue1> x <color=White>ngo¹i c«ng t¨ng thªm tõ MËt TŞch		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
Ngù-KiÕm ı Ph¶n X¹	2	6	413	1	1	1	413		1895									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî phßng ngù<enter><enter>Trong thêi gian hiÖu lùc, g©y <color=Gold>10000<color=White> s¸t th­¬ng lªn ng­êi tÊn c«ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
Ph¸-Nh©n KiÕm Hîp NhÊt	2	6	414	1	1	1	414		1887									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	§Æt vµo b¶ng phô lôc MËt TŞch sÏ cã hiÖu lùc, <color=Gold>chØ sè ph¸t s¸ng chŞu ¶nh h­ëng bëi møc tu luyÖn MËt TŞch<color=White><enter><enter>C«ng ph¸p hç trî tÊn c«ng<enter><enter>§iÓm b¹o kİch t¨ng <color=Gold>20<color=White> ®iÓm		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
Ph¸-TriÖu Håi Linh KiÕm	2	6	415	1	1	1	415		1894									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	TriÖu Håi Linh KiÕm: Sau khi xuÊt chiªu, t¨ng DiÖt §Şch [<color=Gold>50<color=White>] ®iÓm<color=Blue1> x <color=White> tÊn c«ng t¨ng thªm tõ MËt TŞch, duy tr× 2 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		32		
