Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Thñ TuÕ TuyÕt Trang	0	110	906	10	0	0	360							1	1	2		\image\item\shoe\¿ıÎàÄĞç­ÔÆ×°b36.spr	\image\item\shoe\¿ıÎàÄĞç­ÔÆ×°b120.spr	Linh d­¬ng treo sõng, kh«ng ®Ó l¹i dÊu vÕt.	¿ıÎàÄĞç­ÔÆ×°b	Ngo¹i trang		1	2	1		1	999				
Thñ TuÕ TuyÕt QuÇn	0	110	907	10	0	0	360							1	2	3		\image\item\shoe\ĞÔ¸ĞÅ®ç­ÔÆ×°b36.spr	\image\item\shoe\ĞÔ¸ĞÅ®ç­ÔÆ×°b120.spr	Linh d­¬ng treo sõng, kh«ng ®Ó l¹i dÊu vÕt.	ĞÔ¸ĞÅ®ç­ÔÆ×°b	Ngo¹i trang		1	2	1		1	999				
Thñ TuÕ TuyÕt QuÇn	0	110	908	10	0	0	360							1	2	4		\image\item\shoe\½¿Ğ¡Å®ç­ÔÆ×°b36.spr	\image\item\shoe\½¿Ğ¡Å®ç­ÔÆ×°b120.spr	Linh d­¬ng treo sõng, kh«ng ®Ó l¹i dÊu vÕt.	½¿Ğ¡Å®ç­ÔÆ×°b	Ngo¹i trang		1	2	1		1	999				
H¹c Quy Trang	0	110	909	10	0	0	360							1	1	1		\image\item\shoe\Îè½£×°±êÄĞ¿ã×Óa1.spr	\image\item\shoe\Îè½£×°±êÄĞ¿ã×Óa0.spr	Ngµn thuë h¹c vÒ cßn hËn cò, mét n¨m chung b­íc h¸ v« t×nh.	±ê×¼ÄĞº×¹é×°	Ngo¹i trang		1	2	1		1	999				
H¹c Quy Trang	0	110	910	10	0	0	360							1	1	2		\image\item\shoe\Îè½£×°¿ıÎà¿ã×Óa1.spr	\image\item\shoe\Îè½£×°¿ıÎà¿ã×Óa0.spr	Ngµn thuë h¹c vÒ cßn hËn cò, mét n¨m chung b­íc h¸ v« t×nh.	¿ıÎàÄĞº×¹é×°	Ngo¹i trang		1	2	1		1	999				
H¹c Quy QuÇn	0	110	911	10	0	0	360							1	2	3		\image\item\shoe\Îè½£×°±êÅ®¿ã×Óa1.spr	\image\item\shoe\Îè½£×°±êÅ®¿ã×Óa0.spr	Ngµn thuë h¹c vÒ cßn hËn cò, mét n¨m chung b­íc h¸ v« t×nh.	ĞÔ¸ĞÅ®º×¹é×°	Ngo¹i trang		1	2	1		1	999				
H¹c Quy QuÇn	0	110	912	10	0	0	360							1	2	4		\image\item\shoe\Îè½£×°½¿Ğ¡¿ã×Óa1.spr	\image\item\shoe\Îè½£×°½¿Ğ¡¿ã×Óa0.spr	Ngµn thuë h¹c vÒ cßn hËn cò, mét n¨m chung b­íc h¸ v« t×nh.	½¿Ğ¡Å®º×¹é×°	Ngo¹i trang		1	2	1		1	999				
Thanh Vò Trang	0	110	913	10	0	0	360							1	1	1		\image\item\shoe\m1_le_021a1.spr	\image\item\shoe\m1_le_021a0.spr	¦íc ®­îc nh­ c¸nh Ğn, hµn huyªn mçi sím chiÒu.	±ê×¼ÄĞÇàÓğ×°	Ngo¹i trang		1	2	1		1	999				
Thanh Vò Trang	0	110	914	10	0	0	360							1	1	2		\image\item\shoe\m2_le_021a1.spr	\image\item\shoe\m2_le_021a0.spr	¦íc ®­îc nh­ c¸nh Ğn, hµn huyªn mçi sím chiÒu.	¿ıÎàÄĞÇàÓğ×°	Ngo¹i trang		1	2	1		1	999				
Thanh Vò Trang	0	110	915	10	0	0	360							1	2	3		\image\item\shoe\f1_le_021a1.spr	\image\item\shoe\f1_le_021a0.spr	¦íc ®­îc nh­ c¸nh Ğn, hµn huyªn mçi sím chiÒu.	ĞÔ¸ĞÅ®ÇàÓğ×°	Ngo¹i trang		1	2	1		1	999				
Thanh Vò Trang	0	110	916	10	0	0	360							1	2	4		\image\item\shoe\f2_le_021a1.spr	\image\item\shoe\f2_le_021a0.spr	¦íc ®­îc nh­ c¸nh Ğn, hµn huyªn mçi sím chiÒu.	½¿Ğ¡Å®ÇàÓğ×°	Ngo¹i trang		1	2	1		1	999				
Hång ?nh Trang	0	110	917	10	0	0	360							1	1	1		\image\item\shoe\m1_le_025a1.spr	\image\item\shoe\m1_le_025a0.spr	Ch¼ng tin hoa gi÷ lêi, bãng hång tr¶i giã s­¬ng.	±ê×¼ÄĞºìÓ°×°	Ngo¹i trang		1	2	1		1	999				
Hång ?nh Trang	0	110	918	10	0	0	360							1	1	2		\image\item\shoe\m2_le_025a1.spr	\image\item\shoe\m2_le_025a0.spr	Ch¼ng tin hoa gi÷ lêi, bãng hång tr¶i giã s­¬ng.	¿ıÎàÄĞºìÓ°×°	Ngo¹i trang		1	2	1		1	999				
Hång ?nh Trang	0	110	919	10	0	0	360							1	2	3		\image\item\shoe\f1_le_025a1.spr	\image\item\shoe\f1_le_025a0.spr	Ch¼ng tin hoa gi÷ lêi, bãng hång tr¶i giã s­¬ng.	ĞÔ¸ĞÅ®ºìÓ°×°	Ngo¹i trang		1	2	1		1	999				
Hång ?nh Trang	0	110	920	10	0	0	360							1	2	4		\image\item\shoe\f2_le_025a1.spr	\image\item\shoe\f2_le_025a0.spr	Ch¼ng tin hoa gi÷ lêi, bãng hång tr¶i giã s­¬ng.	½¿Ğ¡Å®ºìÓ°×°	Ngo¹i trang		1	2	1		1	999				
Nh¹n Kh©u Trang	0	110	921	10	0	0	360							1	1	1		\image\item\shoe\m1_le_026a1.spr	\image\item\shoe\m1_le_026a0.spr	Nh¹n Kh©u ®­îc biÕt ®Õn nh­ biÓu t­îng cña t×nh yªu chung thñy.	±ê×¼ÄĞÑãÇğ×°	Ngo¹i trang		1	2	1		1	999				
Nh¹n Kh©u Trang	0	110	922	10	0	0	360							1	1	2		\image\item\shoe\m2_le_026a1.spr	\image\item\shoe\m2_le_026a0.spr	Nh¹n Kh©u ®­îc biÕt ®Õn nh­ biÓu t­îng cña t×nh yªu chung thñy.	¿ıÎàÄĞÑãÇğ×°	Ngo¹i trang		1	2	1		1	999				
Nh¹n Kh©u Trang	0	110	923	10	0	0	360							1	2	3		\image\item\shoe\f1_le_026a1.spr	\image\item\shoe\f1_le_026a0.spr	Nh¹n Kh©u ®­îc biÕt ®Õn nh­ biÓu t­îng cña t×nh yªu chung thñy.	ĞÔ¸ĞÅ®ÑãÇğ×°	Ngo¹i trang		1	2	1		1	999				
Nh¹n Kh©u Trang	0	110	924	10	0	0	360							1	2	4		\image\item\shoe\f2_le_026a1.spr	\image\item\shoe\f2_le_026a0.spr	Nh¹n Kh©u ®­îc biÕt ®Õn nh­ biÓu t­îng cña t×nh yªu chung thñy.	½¿Ğ¡Å®ÑãÇğ×°	Ngo¹i trang		1	2	1		1	999				
Gi¶n Thanh Trang	0	110	925	10	0	0	360							1	1	1		\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	HiÖp sÜ ph¶i ¨n mÆc gi¶n dŞ, ®©y lµ trang phôc ®Ó ®i ®­êng xa.	±ê×¼ÄĞ¼òÇå×°	Ngo¹i trang		1	2	1		1	999				
Gi¶n Thanh Trang	0	110	926	10	0	0	360							1	1	2		\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	HiÖp sÜ ph¶i ¨n mÆc gi¶n dŞ, ®©y lµ trang phôc ®Ó ®i ®­êng xa.	¿ıÎàÄĞ¼òÇå×°	Ngo¹i trang		1	2	1		1	999				
Gi¶n Thanh Trang	0	110	927	10	0	0	360							1	2	3		\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	HiÖp sÜ ph¶i ¨n mÆc gi¶n dŞ, ®©y lµ trang phôc ®Ó ®i ®­êng xa.	ĞÔ¸ĞÅ®¼òÇå×°	Ngo¹i trang		1	2	1		1	999				
Gi¶n Thanh Trang	0	110	928	10	0	0	360							1	2	4		\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	HiÖp sÜ ph¶i ¨n mÆc gi¶n dŞ, ®©y lµ trang phôc ®Ó ®i ®­êng xa.	½¿Ğ¡Å®¼òÇå×°	Ngo¹i trang		1	2	1		1	999				
§µo YÓu Trang	0	110	933	10	0	0	360							1	1	1		\image\item\shoe\ÌÒÖ®Ø²Ø²±êÄĞÏÂ×°a1.spr	\image\item\shoe\ÌÒÖ®Ø²Ø²±êÄĞÏÂ×°a0.spr	S¾c ®µo yÓu ®iÖu, mu«n vµn s¸ng trong.	±ê×¼ÄĞÌÒØ²×°	Ngo¹i trang		1	2	1		1	999				
§µo YÓu Trang	0	110	934	10	0	0	360							1	1	2		\image\item\shoe\ÌÒÖ®Ø²Ø²×³ÄĞÏÂ×°a1.spr	\image\item\shoe\ÌÒÖ®Ø²Ø²×³ÄĞÏÂ×°a0.spr	S¾c ®µo yÓu ®iÖu, mu«n vµn s¸ng trong.	¿ıÎàÄĞÌÒØ²×°	Ngo¹i trang		1	2	1		1	999				
§µo YÓu Trang	0	110	935	10	0	0	360							1	2	3		\image\item\shoe\ÌÒÖ®Ø²Ø²±êÅ®ÏÂ×°a1.spr	\image\item\shoe\ÌÒÖ®Ø²Ø²±êÅ®ÏÂ×°a0.spr	S¾c ®µo yÓu ®iÖu, mu«n vµn s¸ng trong.	ĞÔ¸ĞÅ®ÌÒØ²×°	Ngo¹i trang		1	2	1		1	999				
§µo YÓu Trang	0	110	936	10	0	0	360							1	2	4		\image\item\shoe\ÌÒÖ®Ø²Ø²ÂÜÀòÏÂ×°a1.spr	\image\item\shoe\ÌÒÖ®Ø²Ø²ÂÜÀòÏÂ×°a0.spr	S¾c ®µo yÓu ®iÖu, mu«n vµn s¸ng trong.	½¿Ğ¡Å®ÌÒØ²×°	Ngo¹i trang		1	2	1		1	999				
VÖ quèc y	0	110	941	10	0	0	360							1	1	1		\image\item\shoe\½£¾ø×°a1.spr	\image\item\shoe\½£¾ø×°a0.spr	Trang phôc nam, rÊt dÔ mua.	±ê×¼ÄĞÎÀ¹ú×°	Ngo¹i trang		1	2	1		1	999				
H¾c ThiÕt y	0	110	942	10	0	0	360							1	1	2		\image\item\shoe\ÏÀĞ¥×°a1.spr	\image\item\shoe\ÏÀĞ¥×°a0.spr	Trang phôc nam, rÊt dÔ mua.	¿ıÎàÄĞÎÀ¹ú×°	Ngo¹i trang		1	2	1		1	999				
Tö VËn y	0	110	943	10	0	0	360							1	2	3		\image\item\shoe\ÇéÜ°È¹a1.spr	\image\item\shoe\ÇéÜ°È¹a0.spr	Trang phôc n÷, rÊt dÔ mua.	ĞÔ¸ĞÅ®ÎÀ¹ú×°	Ngo¹i trang		1	2	1		1	999				
Thóy Nh©n y	0	110	944	10	0	0	360							1	2	4		\image\item\shoe\ÔµÓ¯È¹a1.spr	\image\item\shoe\ÔµÓ¯È¹a0.spr	Trang phôc n÷, rÊt dÔ mua.	½¿Ğ¡Å®ÎÀ¹ú×°	Ngo¹i trang		1	2	1		1	999				
Tèng qu©n trang(Nam tiªu chuÈn)	0	110	945	10	0	0	360							1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	±ê×¼ÄĞËÎ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Tèng qu©n trang (Nam Kh«i ng«)	0	110	946	10	0	0	360							1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	¿ıÎàÄĞËÎ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Tèng qu©n trang (N÷ gîi c¶m )	0	110	947	10	0	0	360							1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	ĞÔ¸ĞÅ®ËÎ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Tèng qu©n trang (KiÒu n÷ )	0	110	948	10	0	0	360							1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Tèng §« Thèng)	½¿Ğ¡Å®ËÎ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Liªu qu©n trang(Nam tiªu chuÈn)	0	110	949	10	0	0	360							1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man1_tro_017a1.spr	\image\item\shoe\man1_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	±ê×¼ÄĞÁÉ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Liªu qu©n trang (Nam Kh«i ng«)	0	110	950	10	0	0	360							1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\man2_tro_017a1.spr	\image\item\shoe\man2_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	¿ıÎàÄĞÁÉ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Liªu qu©n trang (N÷ gîi c¶m )	0	110	951	10	0	0	360							1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm1_tro_017a1.spr	\image\item\shoe\fm1_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	ĞÔ¸ĞÅ®ÁÉ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Liªu qu©n trang (KiÒu n÷ )	0	110	952	10	0	0	360							1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\fm2_tro_017a1.spr	\image\item\shoe\fm2_tro_017a0.spr	ChiÕn y dµnh cho nh÷ng ai lËp chiÕn c«ng lín. <enter><color=Gold>(Qu©n hµm yªu cÇu: Liªu §« Thèng)	½¿Ğ¡Å®ÁÉ¾ü×°	Ngo¹i trang		1	2	1		1	999				
Dao Ca Trang	0	110	957	10	0	0	360							1	1	1		\image\item\shoe\m1_le_032a1.spr	\image\item\shoe\m1_le_032a0.spr	Trang phôc cã nguån gèc tõ T©y Vùc, mang ®Ëm dÊu Ên v¨n hãa ph­¬ng xa.	±ê×¼ÄĞÒ¡ÁåÌı¸è×°	Ngo¹i trang		1	2	1		1	999				
Dao Ca Trang	0	110	958	10	0	0	360							1	1	2		\image\item\shoe\m2_le_032a1.spr	\image\item\shoe\m2_le_032a0.spr	Trang phôc cã nguån gèc tõ T©y Vùc, mang ®Ëm dÊu Ên v¨n hãa ph­¬ng xa.	¿ıÎàÄĞÒ¡ÁåÌı¸è×°	Ngo¹i trang		1	2	1		1	999				
Dao Ca Trang	0	110	959	10	0	0	360							1	2	3		\image\item\shoe\f1_le_032a1.spr	\image\item\shoe\f1_le_032a0.spr	Trang phôc cã nguån gèc tõ T©y Vùc, mang ®Ëm dÊu Ên v¨n hãa ph­¬ng xa.	ĞÔ¸ĞÅ®Ò¡ÁåÌı¸è×°	Ngo¹i trang		1	2	1		1	999				
Dao Ca Trang	0	110	960	10	0	0	360							1	2	4		\image\item\shoe\f2_le_032a1.spr	\image\item\shoe\f2_le_032a0.spr	Trang phôc cã nguån gèc tõ T©y Vùc, mang ®Ëm dÊu Ên v¨n hãa ph­¬ng xa.	½¿Ğ¡Å®Ò¡ÁåÌı¸è×°	Ngo¹i trang		1	2	1		1	999				
B¹ch Lé Trang	0	110	961	10	0	0	360							1	1	1		\image\item\shoe\m1_le_038a1.spr	\image\item\shoe\m1_le_038a0.spr	S¸ng dËy s­¬ng dÇm dÇn thÊm ¸o. Thî thªu giái cã thÓ chÕ t¸c.	±ê×¼ÄĞ°×Â¶×°	Ngo¹i trang		1	2	1		1	999				
B¹ch Lé Trang	0	110	962	10	0	0	360							1	1	2		\image\item\shoe\m2_le_038a1.spr	\image\item\shoe\m2_le_038a0.spr	S¸ng dËy s­¬ng dÇm dÇn thÊm ¸o. Thî thªu giái cã thÓ chÕ t¸c.	¿ıÎàÄĞ°×Â¶×°	Ngo¹i trang		1	2	1		1	999				
B¹ch Lé Trang	0	110	963	10	0	0	360							1	2	3		\image\item\shoe\f2_le_038a1.spr	\image\item\shoe\f2_le_038a0.spr	S¸ng dËy s­¬ng dÇm dÇn thÊm ¸o. Thî thªu giái cã thÓ chÕ t¸c.	ĞÔ¸ĞÅ®°×Â¶×°	Ngo¹i trang		1	2	1		1	999				
B¹ch Lé Trang	0	110	964	10	0	0	360							1	2	4		\image\item\shoe\f1_le_038a1.spr	\image\item\shoe\f1_le_038a0.spr	S¸ng dËy s­¬ng dÇm dÇn thÊm ¸o. Thî thªu giái cã thÓ chÕ t¸c.	½¿Ğ¡Å®°×Â¶×°	Ngo¹i trang		1	2	1		1	999				
Xİch T©m Trang	0	110	977	10	0	0	360							1	1	1		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Mét lêi chung thñy, gi÷ m·i lßng son.	±ê×¼ÄĞÌ«ÊØ¿¤Ö÷×°	Ngo¹i trang		1	2	1		1	999				
Xİch T©m Trang	0	110	978	10	0	0	360							1	1	2		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Mét lêi chung thñy, gi÷ m·i lßng son.	¿ıÎàÄĞÌ«ÊØ¿¤Ö÷×°	Ngo¹i trang		1	2	1		1	999				
Xİch T©m Trang	0	110	979	10	0	0	360							1	2	3		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Mét lêi chung thñy, gi÷ m·i lßng son.	ĞÔ¸ĞÅ®Ì«ÊØ¿¤Ö÷×°	Ngo¹i trang		1	2	1		1	999				
Xİch T©m Trang	0	110	980	10	0	0	360							1	2	4		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Mét lêi chung thñy, gi÷ m·i lßng son.	½¿Ğ¡Å®Ì«ÊØ¿¤Ö÷×°	Ngo¹i trang		1	2	1		1	999				
Khinh Yªn Khè	0	110	965	10	0	0	360							1	1	1		\image\item\shoe\m1_le_037a1.spr	\image\item\shoe\m1_le_037a0.spr	Chim trêi c­ìi giã, khãi s­¬ng bãng mê.	±ê×¼ÄĞºèÓ°ÇáÑÌ¿ã	Ngo¹i trang		1	2	1		1	999				
Khinh Yªn Khè	0	110	966	10	0	0	360							1	1	2		\image\item\shoe\m2_le_037a1.spr	\image\item\shoe\m2_le_037a0.spr	Chim trêi c­ìi giã, khãi s­¬ng bãng mê.	¿ıÎàÄĞºèÓ°ÇáÑÌ¿ã	Ngo¹i trang		1	2	1		1	999				
Khinh Yªn QuÇn	0	110	967	10	0	0	360							1	2	3		\image\item\shoe\f2_le_037a1.spr	\image\item\shoe\f2_le_037a0.spr	Chim trêi c­ìi giã, khãi s­¬ng bãng mê.	ĞÔ¸ĞÅ®ºèÓ°ÇáÑÌÈ¹	Ngo¹i trang		1	2	1		1	999				
Khinh Yªn QuÇn	0	110	968	10	0	0	360							1	2	4		\image\item\shoe\f1_le_037a1.spr	\image\item\shoe\f1_le_037a0.spr	Chim trêi c­ìi giã, khãi s­¬ng bãng mê.	½¿Ğ¡Å®ºèÓ°ÇáÑÌÈ¹	Ngo¹i trang		1	2	1		1	999				
Di ThÕ Trang	0	110	969	10	0	0	360							1	1	1		\image\item\shoe\m1_le_039a1.spr	\image\item\shoe\m1_le_039a0.spr	Siªu phµm tho¸t tôc, nh­ tiªn gi¸ng trÇn. CÊp quyÕn rò ®¹t Di ThÕ ®­îc nhËn.	±ê×¼ÄĞÎ¨ÎÒ¶À×ğ×°	Ngo¹i trang		1	2	1		1	999				
Di ThÕ Trang	0	110	970	10	0	0	360							1	1	2		\image\item\shoe\m2_le_039a1.spr	\image\item\shoe\m2_le_039a0.spr	Siªu phµm tho¸t tôc, nh­ tiªn gi¸ng trÇn. CÊp quyÕn rò ®¹t Di ThÕ ®­îc nhËn.	¿ıÎàÄĞÎ¨ÎÒ¶À×ğ×°	Ngo¹i trang		1	2	1		1	999				
Di ThÕ Trang	0	110	971	10	0	0	360							1	2	3		\image\item\shoe\f2_le_039a1.spr	\image\item\shoe\f2_le_039a0.spr	Siªu phµm tho¸t tôc, nh­ tiªn gi¸ng trÇn. CÊp quyÕn rò ®¹t Di ThÕ ®­îc nhËn.	ĞÔ¸ĞÅ®Î¨ÎÒ¶À×ğ×°	Ngo¹i trang		1	2	1		1	999				
Di ThÕ Trang	0	110	972	10	0	0	360							1	2	4		\image\item\shoe\f1_le_039a1.spr	\image\item\shoe\f1_le_039a0.spr	Siªu phµm tho¸t tôc, nh­ tiªn gi¸ng trÇn. CÊp quyÕn rò ®¹t Di ThÕ ®­îc nhËn.	½¿Ğ¡Å®Î¨ÎÒ¶À×ğ×°	Ngo¹i trang		1	2	1		1	999				
Phong Hång Khè	0	110	973	10	0	0	360							1	1	1		\image\item\shoe\m1_le_040a1.spr	\image\item\shoe\m1_le_040a0.spr	S­¬ng nhuém rõng phong dîm b­íc thu, lÆng ng¾m s«ng xa giã l¹nh lïng.	±ê×¼ÄĞËªÒ¶ºì»¨×°	Ngo¹i trang		1	2	1		1	999				
Phong Hång Khè	0	110	974	10	0	0	360							1	1	2		\image\item\shoe\m2_le_040a1.spr	\image\item\shoe\m2_le_040a0.spr	S­¬ng nhuém rõng phong dîm b­íc thu, lÆng ng¾m s«ng xa giã l¹nh lïng.	¿ıÎàÄĞËªÒ¶ºì»¨×°	Ngo¹i trang		1	2	1		1	999				
Phong Hång QuÇn	0	110	975	10	0	0	360							1	2	3		\image\item\shoe\f2_le_040a1.spr	\image\item\shoe\f2_le_040a0.spr	S­¬ng nhuém rõng phong dîm b­íc thu, lÆng ng¾m s«ng xa giã l¹nh lïng.	ĞÔ¸ĞÅ®ËªÒ¶ºì»¨×°	Ngo¹i trang		1	2	1		1	999				
Phong Hång QuÇn	0	110	976	10	0	0	360							1	2	4		\image\item\shoe\f1_le_040a1.spr	\image\item\shoe\f1_le_040a0.spr	S­¬ng nhuém rõng phong dîm b­íc thu, lÆng ng¾m s«ng xa giã l¹nh lïng.	½¿Ğ¡Å®ËªÒ¶ºì»¨×°	Ngo¹i trang		1	2	1		1	999				
NguyÖt L¹c Trang	0	110	981	10	0	0	360							1	1	1		\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	Ngåi xem tr¨ng rông, ®Çu t­êng chim reo. Ngo¹i Trang Hoµn Tr¶ VIP.	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	Ngo¹i trang		1	2	1		1	999				
NguyÖt L¹c Trang	0	110	982	10	0	0	360							1	1	2		\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	Ngåi xem tr¨ng rông, ®Çu t­êng chim reo. Ngo¹i Trang Hoµn Tr¶ VIP.	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	Ngo¹i trang		1	2	1		1	999				
NguyÖt L¹c Trang	0	110	983	10	0	0	360							1	2	3		\image\item\shoe\f2_le_045a1.spr	\image\item\shoe\f2_le_045a0.spr	Ngåi xem tr¨ng rông, ®Çu t­êng chim reo. Ngo¹i Trang Hoµn Tr¶ VIP.	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂä×°	Ngo¹i trang		1	2	1		1	999				
NguyÖt L¹c Trang	0	110	984	10	0	0	360							1	2	4		\image\item\shoe\f1_le_045a1.spr	\image\item\shoe\f1_le_045a0.spr	Ngåi xem tr¨ng rông, ®Çu t­êng chim reo. Ngo¹i Trang Hoµn Tr¶ VIP.	½¿Ğ¡Å®Ç§ÑÒÔÂÂä×°	Ngo¹i trang		1	2	1		1	999				
D¹ Ch©u Trang	0	110	989	10	0	0	360							1	1	1		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	C­êi nçi ngµn n¨m nh­ tho¸ng chèc, mÖt nhoµi thuyÒn nhá l­ít ®ªm th©u.	±ê×¼ÄĞ±âÖÛÒ¹·º×°	Ngo¹i trang		1	2	1		1	999				
D¹ Ch©u Trang	0	110	990	10	0	0	360							1	1	2		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	C­êi nçi ngµn n¨m nh­ tho¸ng chèc, mÖt nhoµi thuyÒn nhá l­ít ®ªm th©u.	¿ıÎàÄĞ±âÖÛÒ¹·º×°	Ngo¹i trang		1	2	1		1	999				
D¹ Ch©u Trang	0	110	991	10	0	0	360							1	2	3		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	C­êi nçi ngµn n¨m nh­ tho¸ng chèc, mÖt nhoµi thuyÒn nhá l­ít ®ªm th©u.	ĞÔ¸ĞÅ®±âÖÛÒ¹·º×°	Ngo¹i trang		1	2	1		1	999				
D¹ Ch©u Trang	0	110	1000	10	0	0	360							1	2	4		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	C­êi nçi ngµn n¨m nh­ tho¸ng chèc, mÖt nhoµi thuyÒn nhá l­ít ®ªm th©u.	½¿Ğ¡Å®±âÖÛÒ¹·º×°	Ngo¹i trang		1	2	1		1	999				
Chu Bİch Trang	0	110	1001	10	0	0	360							1	1	1		\image\item\cloth\ºìÉ«ÒÂÏäa1.spr	\image\item\cloth\ºìÉ«ÒÂÏä120a0.spr	G¶y ®µn cïng vui h¸t, chĞn say th¾m m¸ hång.	±ê×¼ÄĞ¿´Öì³É±Ì×°	Ngo¹i trang		1	2	1		1	999				
