T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32226	10	40000	0	360	50;50					32303	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32227	10	40000	0	360	50;50					32304	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32228	10	40000	0	360	50;50					32305	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32229	10	40000	0	360	50;50					32306	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32230	10	40000	0	360	50;50					32307	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32231	10	40000	0	360	50;50					32308	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32232	10	40000	0	360	50;50					32309	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32233	10	40000	0	360	50;50					32310	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32234	10	40000	0	360	50;50					32311	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32235	10	40000	0	360	50;50					32312	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Uy Hæ T­íng Qu©n Y	0	100	32236	10	40000	0	360	50;50					32313	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng hoÆc C«ng Tr¹ng ®¹t ®Õn 6,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32237	10	40000	0	360	50;50					32314	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32238	10	40000	0	360	50;50					32315	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32239	10	40000	0	360	50;50					32316	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32240	10	40000	0	360	50;50					32317	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32241	10	40000	0	360	50;50					32318	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32242	10	40000	0	360	50;50					32319	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32243	10	40000	0	360	50;50					32320	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32244	10	40000	0	360	50;50					32321	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32245	10	40000	0	360	50;50					32322	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32246	10	40000	0	360	50;50					32323	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32247	10	40000	0	360	50;50					32324	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32248	10	40000	0	360	50;50					32325	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32249	10	40000	0	360	50;50					32326	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32250	10	40000	0	360	50;50					32327	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32251	10	40000	0	360	50;50					32328	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32252	10	40000	0	360	50;50					32329	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32253	10	40000	0	360	50;50					32330	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32254	10	40000	0	360	50;50					32331	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32255	10	40000	0	360	50;50					32332	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32256	10	40000	0	360	50;50					32333	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32257	10	40000	0	360	50;50					32334	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Uy Hæ Nguyªn So¸i Y	0	100	32258	10	40000	0	360	50;50					32335	790			T©n thñ kh«ng thÓ dïng			Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 10,000,000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Ng¹o NghÔ Y	0	109	1041	10	0	0	360							1	1	1		\image\item\cloth\°Áíş×°ÒÂ±ê×¼a1.spr	\image\item\cloth\°Áíş×°ÒÂ±ê×¼a0.spr	Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	±ê×¼ÄĞ°ÁíşÒÂ	Th­îng y		1	2	1		1	999				
Ng¹o NghÔ Y	0	109	1042	10	0	0	360							1	1	2		\image\item\cloth\°Áíş×°ÒÂ¿ıÎàa1.spr	\image\item\cloth\°Áíş×°ÒÂ¿ıÎàa0.spr	Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	¿ıÎàÄĞ°ÁíşÒÂ	Th­îng y		1	2	1		1	999				
Ng¹o NghÔ Y	0	109	1043	10	0	0	360							1	2	3		\image\item\cloth\°Áíş×°ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\°Áíş×°ÒÂĞÔ¸Ğa0.spr	Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	ĞÔ¸ĞÅ®°ÁíşÒÂ	Th­îng y		1	2	1		1	999				
Ng¹o NghÔ Y	0	109	1044	10	0	0	360							1	2	4		\image\item\cloth\°Áíş×°ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\°Áíş×°ÒÂ½¿Ğ¡a0.spr	Nh×n ®êi qua l¹i nh­ thoi, m×nh ta ng¹o nghÔ coi trêi b»ng vung!	½¿Ğ¡Å®°ÁíşÒÂ	Th­îng y		1	2	1		1	999				
Kim Phong Y	0	109	1021	10	0	0	360							1	1	1		\image\item\cloth\½ğ·çÓñÂ¶ÒÂ±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶ÒÂ±ê×¼a0.spr	Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	±ê×¼ÄĞ½ğ·çÓñÂ¶ÒÂ	Th­îng y		1	2	1		1	999				
Kim Phong Y	0	109	1022	10	0	0	360							1	1	2		\image\item\cloth\½ğ·çÓñÂ¶ÒÂ¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶ÒÂ¿ıÎàa0.spr	Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	¿ıÎàÄĞ½ğ·çÓñÂ¶ÒÂ	Th­îng y		1	2	1		1	999				
Kim Phong Y	0	109	1023	10	0	0	360							1	2	3		\image\item\cloth\½ğ·çÓñÂ¶ÒÂĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶ÒÂĞÔ¸Ğa0.spr	Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶ÒÂ	Th­îng y		1	2	1		1	999				
Kim Phong Y	0	109	1024	10	0	0	360							1	2	4		\image\item\cloth\½ğ·çÓñÂ¶ÒÂ½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶ÒÂ½¿Ğ¡a0.spr	Giã s­¬ng båi håi, bôi trÇn mÊy khi gÆp gì.	½¿Ğ¡Å®½ğ·çÓñÂ¶ÒÂ	Th­îng y		1	2	1		1	999				
X¶o  Y	0	109	1053	10	0	0	360							1	1	1		\image\item\cloth\ÆòÇÉÈçÒâÒÂ±ê×¼a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÒÂ±ê×¼a0.spr	ƒo xèng lung linh, mµy ngµi t­¬i th¾m.	±ê×¼ÄĞÆòÇÉÈçÒâÒÂ	Th­îng y		1	2	1		1	999				
X¶o  Y	0	109	1054	10	0	0	360							1	1	2		\image\item\cloth\ÆòÇÉÈçÒâÒÂ¿ıÎàa1.spr	\image\item\cloth\ÆòÇÉÈçÒâÒÂ¿ıÎàa0.spr	ƒo xèng lung linh, mµy ngµi t­¬i th¾m.	¿ıÎàÄĞÆòÇÉÈçÒâÒÂ	Th­îng y		1	2	1		1	999				
X¶o  Y	0	109	1055	10	0	0	360							1	2	3		\image\item\cloth\ÆòÇÉÈçÒâÒÂĞÔ¸Ğa1.spr	\image\item\cloth\ÆòÇÉÈçÒâÒÂĞÔ¸Ğa0.spr	ƒo xèng lung linh, mµy ngµi t­¬i th¾m.	ĞÔ¸ĞÅ®ÆòÇÉÈçÒâÒÂ	Th­îng y		1	2	1		1	999				
X¶o  Y	0	109	1056	10	0	0	360							1	2	4		\image\item\cloth\ÆòÇÉÈçÒâÒÂ½¿Ğ¡a1.spr	\image\item\cloth\ÆòÇÉÈçÒâÒÂ½¿Ğ¡a0.spr	ƒo xèng lung linh, mµy ngµi t­¬i th¾m.	½¿Ğ¡Å®ÆòÇÉÈçÒâÒÂ	Th­îng y		1	2	1		1	999				
¸o S¸t Tinh	0	100	865	10	40000	0	360	45;45						590						Tõng lµ Bé Cöu Ch©u, sau bŞ tµ khİ x©m nhËp, t¨ng m¹nh uy lùc, nh­ng ng­êi dïng ph¶i chiÕn ®Êu kh«ng ngõng.		Th­îng y		10;10	1	1		0	999	97	99	68	12
Hµo KiÖt Y	0	109	638	10	0	0	360							1	1	1		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	±ê×¼ÄĞÎäËÉÒÂ	Th­îng y		1	2	1		1	999				
Hµo KiÖt Y	0	109	639	10	0	0	360							1	1	2		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	¿ıÎàÄĞ¹ØÊ¤ÒÂ	Th­îng y		1	2	1		1	999				
Hµo KiÖt Y	0	109	640	10	0	0	360							1	2	3		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	ĞÔ¸ĞÅ®¶şÄïÒÂ	Th­îng y		1	2	1		1	999				
Hµo KiÖt Y	0	109	641	10	0	0	360							1	2	4		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	½¿Ğ¡Å®ÈıÄïÒÂ	Th­îng y		1	2	1		1	999				
§¶ Hæ Y	0	109	642	10	0	0	360							1	1	1		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	±ê×¼ÄĞÁÖ³åÒÂ	Th­îng y		1	2	1		1	999				
Long T­êng Y	0	109	643	10	0	0	360							1	1	2		\image\item\cloth\ÊÀ½ç±­ÇòÒÂb1.spr	\image\item\cloth\ÊÀ½ç±­ÇòÒÂb0.spr	Ng­êi T©y Vùc rÊt sïng b¸i h¶o h¸n L­¬ng S¬n, nªn ®· lµm ra trang phôc nµy.	¿ıÎàÄĞÇØÃ÷ÒÂ	Th­îng y		1	2	1		1	999				
L¨ng Phong Gi¸p	0	109	688	10	0	0	360							1	1	1		\image\item\cloth\m1_bd_002a1.spr	\image\item\cloth\m1_bd_002a0.spr	X¶ th©n v× nghÜa lín, sinh tö cã nÒ chi.	±ê×¼ÄĞÌúÒâÁè·ç¼×	Th­îng y		1	2	1		1	999				
L¨ng Phong Gi¸p	0	109	689	10	0	0	360							1	1	2		\image\item\cloth\m2_bd_002a1.spr	\image\item\cloth\m2_bd_002a0.spr	X¶ th©n v× nghÜa lín, sinh tö cã nÒ chi.	¿ıÎàÄĞÌúÒâÁè·ç¼×	Th­îng y		1	2	1		1	999				
L¨ng Phong Gi¸p	0	109	690	10	0	0	360							1	2	3		\image\item\cloth\f2_bd_002a1.spr	\image\item\cloth\f2_bd_002a0.spr	X¶ th©n v× nghÜa lín, sinh tö cã nÒ chi.	ĞÔ¸ĞÅ®ÌúÒâÁè·ç¼×	Th­îng y		1	2	1		1	999				
L¨ng Phong Gi¸p	0	109	691	10	0	0	360							1	2	4		\image\item\cloth\f1_bd_002a1.spr	\image\item\cloth\f1_bd_002a0.spr	X¶ th©n v× nghÜa lín, sinh tö cã nÒ chi.	½¿Ğ¡Å®ÌúÒâÁè·ç¼×	Th­îng y		1	2	1		1	999				
Kim L©n Gi¸p	0	109	692	10	0	0	360							1	1	1		\image\item\cloth\m1_bd_002a1.spr	\image\item\cloth\m1_bd_002a0.spr	Danh lîi nh­ v¶i r¸ch, sinh tö tùa m©y tr«i!	±ê×¼ÄĞºìç¯½ğ÷ë¼×	Th­îng y		1	2	1		1	999				
Kim L©n Gi¸p	0	109	693	10	0	0	360							1	1	2		\image\item\cloth\m2_bd_002a1.spr	\image\item\cloth\m2_bd_002a0.spr	Danh lîi nh­ v¶i r¸ch, sinh tö tùa m©y tr«i!	¿ıÎàÄĞºìç¯½ğ÷ë¼×	Th­îng y		1	2	1		1	999				
Kim L©n Gi¸p	0	109	694	10	0	0	360							1	2	3		\image\item\cloth\f2_bd_002a1.spr	\image\item\cloth\f2_bd_002a0.spr	Danh lîi nh­ v¶i r¸ch, sinh tö tùa m©y tr«i!	ĞÔ¸ĞÅ®ºìç¯½ğ÷ë¼×	Th­îng y		1	2	1		1	999				
Kim L©n Gi¸p	0	109	695	10	0	0	360							1	2	4		\image\item\cloth\f1_bd_002a1.spr	\image\item\cloth\f1_bd_002a0.spr	Danh lîi nh­ v¶i r¸ch, sinh tö tùa m©y tr«i!	½¿Ğ¡Å®ºìç¯½ğ÷ë¼×	Th­îng y		1	2	1		1	999				
ThiÒn §Şnh Ph¸p Bµo	0	109	729	10	0	0	360							1	1	1	1	\image\item\cloth\m2_mp_mod001a1.spr	\image\item\cloth\m2_mp_mod001a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn ThiÕu L©m.	±ê×¼ÄĞĞÂµÍÉÙÁÖÒÂ	Th­îng y		1	2	1		1	999				
ThiÒn §Şnh Ph¸p Bµo	0	109	730	10	0	0	360							1	1	2	1	\image\item\cloth\m1_mp_mod001a1.spr	\image\item\cloth\m1_mp_mod001a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn ThiÕu L©m.	¿ıÎàÄĞĞÂµÍÉÙÁÖÒÂ	Th­îng y		1	2	1		1	999				
Thanh Phong bµo	0	109	731	10	0	0	360							1	1	1	2	\image\item\cloth\m2_mp_mod003a1.spr	\image\item\cloth\m2_mp_mod003a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Vâ §ang.	±ê×¼ÄĞĞÂµÍµÀÊ¿ÒÂ	Th­îng y		1	2	1		1	999				
Thanh Phong bµo	0	109	732	10	0	0	360							1	1	2	2	\image\item\cloth\m1_mp_mod003a1.spr	\image\item\cloth\m1_mp_mod003a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Vâ §ang.	¿ıÎàÄĞĞÂµÍµÀÊ¿ÒÂ	Th­îng y		1	2	1		1	999				
Thanh Phong bµo	0	109	733	10	0	0	360							1	2	3	2	\image\item\cloth\f2_mp_mod003a1.spr	\image\item\cloth\f2_mp_mod003a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Vâ §ang.	ĞÔ¸ĞÅ®ĞÂµÍµÀÊ¿ÒÂ	Th­îng y		1	2	1		1	999				
Thanh Phong bµo	0	109	734	10	0	0	360							1	2	4	2	\image\item\cloth\f1_mp_mod003a1.spr	\image\item\cloth\f1_mp_mod003a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Vâ §ang.	½¿Ğ¡Å®ĞÂµÍµÀÊ¿ÒÂ	Th­îng y		1	2	1		1	999				
Thanh Tróc Bµo	0	109	735	10	0	0	360							1	2	3	3	\image\item\cloth\f2_mp_mod001a1.spr	\image\item\cloth\f2_mp_mod001a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Nga My	ĞÔ¸ĞÅ®ĞÂµÍ¶ëáÒÒÂ	Th­îng y		1	2	1		1	999				
Thanh Tróc Bµo	0	109	736	10	0	0	360							1	2	4	3	\image\item\cloth\f1_mp_mod001a1.spr	\image\item\cloth\f1_mp_mod001a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn Nga My	½¿Ğ¡Å®ĞÂµÍ¶ëáÒÒÂ	Th­îng y		1	2	1		1	999				
ThŞ HuyÕt Y	0	109	737	10	0	0	360							1	1	1	4	\image\item\cloth\m2_mp_mod005a1.spr	\image\item\cloth\m2_mp_mod005a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn C¸i Bang.	±ê×¼ÄĞĞÂµÍØ¤°ïÒÂ	Th­îng y		1	2	1		1	999				
ThŞ HuyÕt Y	0	109	738	10	0	0	360							1	1	2	4	\image\item\cloth\m1_mp_mod005a1.spr	\image\item\cloth\m1_mp_mod005a0.spr	Trang phôc cña ®Ö tö tiªu chuÈn C¸i Bang.	¿ıÎàÄĞĞÂµÍØ¤°ïÒÂ	Th­îng y		1	2	1		1	999				
