Tªn tr©n ch©u	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Dù L­u	Ö÷ÊôĞÔID£¬¶ÔÓ¦left_pearl_attr.txt	¸±ÊôĞÔ³ØID£¬¶ÔÓ¦left_pearl_attr_group.txt	Kı hiÖu Ch©u V¹n T­îng	Dù L­u	Dù L­u	Ph©n lo¹i: 1 NhËt 2 NguyÖt 3 Tinh 4 ThÇn 5 Thiªn 6 §Şa 7 S¬n 8 H¶i 9 Phong 10 Vô 11 Xu©n 12 H¹ 13 Thu 14 §«ng 15 Thñy 16 Th¹ch 17 V©n 18 Vò 19 TuyÕt 20 S­¬ng	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Gi¸ trŞ
Thu-Ngù K×nh	0	122	608	0	0			4	33				13	100				\image\item\canghaiyizhu\Çï8a1.spr	\image\item\canghaiyizhu\Çï8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§«ng-Nguyªn Tù	0	122	609	0	0			37	34				14	100				\image\item\canghaiyizhu\¶¬8a1.spr	\image\item\canghaiyizhu\¶¬8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§«ng-Hµn ThÇn	0	122	610	0	0			38	34				14	100				\image\item\canghaiyizhu\¶¬8a1.spr	\image\item\canghaiyizhu\¶¬8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§«ng-Linh Tr¹ch	0	122	611	0	0			16	34				14	100				\image\item\canghaiyizhu\¶¬8a1.spr	\image\item\canghaiyizhu\¶¬8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
§«ng-Ngù K×nh	0	122	612	0	0			4	34				14	100				\image\item\canghaiyizhu\¶¬8a1.spr	\image\item\canghaiyizhu\¶¬8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thñy-Thanh Dao	0	122	613	0	0			40	35				15	100				\image\item\canghaiyizhu\Ë®8a1.spr	\image\item\canghaiyizhu\Ë®8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thñy-Nguyªn Töu	0	122	614	0	0			41	35				15	100				\image\item\canghaiyizhu\Ë®8a1.spr	\image\item\canghaiyizhu\Ë®8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thñy-Kinh Hång	0	122	615	0	0			42	35				15	100				\image\item\canghaiyizhu\Ë®8a1.spr	\image\item\canghaiyizhu\Ë®8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Thñy-Ngù K×nh	0	122	616	0	0			4	35				15	100				\image\item\canghaiyizhu\Ë®8a1.spr	\image\item\canghaiyizhu\Ë®8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-S¬n Cèt	0	122	617	0	0			43	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-V©n C¨n	0	122	618	0	0			44	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-Tinh ChÊt	0	122	619	0	0			45	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-Huúnh HoÆc	0	122	620	0	0			46	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-LiÖt B¹ch	0	122	621	0	0			47	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Th¹ch-Ngù K×nh	0	122	622	0	0			4	36				16	100				\image\item\canghaiyizhu\Ê¯8a1.spr	\image\item\canghaiyizhu\Ê¯8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-Thôy DiÖp	0	122	623	0	0			48	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-V©n Õ	0	122	624	0	0			49	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-Thanh TÕ	0	122	625	0	0			50	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-Thiªn Ng­ng	0	122	626	0	0			51	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-Ng©n Tróc	0	122	627	0	0			52	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
V©n-Ngù K×nh	0	122	628	0	0			4	37				17	100				\image\item\canghaiyizhu\ÔÆ8a1.spr	\image\item\canghaiyizhu\ÔÆ8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vò-Long NhuËn	0	122	629	0	0			53	38				18	100				\image\item\canghaiyizhu\Óê8a1.spr	\image\item\canghaiyizhu\Óê8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vò-Linh Tr¹ch	0	122	630	0	0			16	38				18	100				\image\item\canghaiyizhu\Óê8a1.spr	\image\item\canghaiyizhu\Óê8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vò-M¹ch L©m	0	122	631	0	0			54	38				18	100				\image\item\canghaiyizhu\Óê8a1.spr	\image\item\canghaiyizhu\Óê8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
Vò-Ngù K×nh	0	122	632	0	0			4	38				18	100				\image\item\canghaiyizhu\Óê8a1.spr	\image\item\canghaiyizhu\Óê8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
TuyÕt-Hµn T«	0	122	633	0	0			55	39				19	100				\image\item\canghaiyizhu\Ñ©8a1.spr	\image\item\canghaiyizhu\Ñ©8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
TuyÕt-Ng­ng Vò	0	122	634	0	0			56	39				19	100				\image\item\canghaiyizhu\Ñ©8a1.spr	\image\item\canghaiyizhu\Ñ©8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
TuyÕt-To¸i Ngäc	0	122	635	0	0			37	39				19	100				\image\item\canghaiyizhu\Ñ©8a1.spr	\image\item\canghaiyizhu\Ñ©8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
TuyÕt-Ngù K×nh	0	122	636	0	0			4	39				19	100				\image\item\canghaiyizhu\Ñ©8a1.spr	\image\item\canghaiyizhu\Ñ©8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S­¬ng-Thanh N÷	0	122	637	0	0			57	40				20	100				\image\item\canghaiyizhu\Ëª8a1.spr	\image\item\canghaiyizhu\Ëª8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S­¬ng-Vi TiÕt	0	122	638	0	0			58	40				20	100				\image\item\canghaiyizhu\Ëª8a1.spr	\image\item\canghaiyizhu\Ëª8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S­¬ng-S­¬ng Tù	0	122	639	0	0			15	40				20	100				\image\item\canghaiyizhu\Ëª8a1.spr	\image\item\canghaiyizhu\Ëª8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
S­¬ng-Ngù K×nh	0	122	640	0	0			4	40				20	100				\image\item\canghaiyizhu\Ëª8a1.spr	\image\item\canghaiyizhu\Ëª8a0.spr	Ch©u chøa søc m¹nh to lín, dïng trong hÖ thèng Th­¬ng H¶i Ch©u.		ThÇn bİ		8	4	1		1	999
