Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu-Chu T­íc Nguyªn So¸i PhiÕn (Trung)	0	13	32743	140	18000	0	300	0	409;694	264;537	1	87		790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Linh Chi	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Chu T­íc Nguyªn So¸i §Şch (Trung)	0	12	32744	130	18000	0	300	0	409;694	133;270	1	87		790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tiªu	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Chu T­íc Nguyªn So¸i Chñy (Trung)	0	14	32745	90	18000	0	300	2	397;660		1	110		790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Chu T­íc Nguyªn So¸i KiÕm (Trung)	0	2	32746	90	18000	0	300	0	397;660	397;660	1	110		790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Liªu-Chu T­íc Nguyªn So¸i §ao (Cao)	0	3	32747	200	18000	0	300	0	80;696	216;358	1	100	300066	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu-Chu T­íc Nguyªn So¸i Tr­îng (Cao)	0	8	32748	100	18000	0	300	0	410;696	448;775	1	86	300067	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tİch tr­îng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu-Chu T­íc Nguyªn So¸i Thñ (Cao)	0	0	32749	50	18000	0	300	0	421;718	448;775	1	90	300068	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Hé thñ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu-Chu T­íc Nguyªn So¸i Ch©m (Cao)	0	1	32750	50	18000	0	300	0	402;685	146;225	1	80	300069	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		¸m khİ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0	2	32751	90	18000	0	300	0	429;728	448;775	1	86	300070	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu-Chu T­íc Nguyªn So¸i CÇm (Cao)	0	10	32752	140	18000	0	300	1	339;556	387;644	1	90	300071	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		CÇm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu-Chu T­íc Nguyªn So¸i Thñ (Cao)	0	0	32753	50	18000	0	300	0	440;751	385;649	1	90	300072	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Hé thñ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu-Chu T­íc Nguyªn So¸i C«n (Cao)	0	5	32754	200	18000	0	300	0	429;728	225;375	1	84	300073	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		C«n	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0	2	32755	90	18000	0	300	0	256;463	458;798	1	86	300074	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu-Chu T­íc Nguyªn So¸i Bót (Cao)	0	9	32756	130	18000	0	300	0	402;685	353;591	1	110	300075	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu-Chu T­íc Nguyªn So¸i Th­¬ng (Cao)	0	6	32757	130	18000	0	300	0	410;696	216;358	1	95	300076	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Th­¬ng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu-Chu T­íc Nguyªn So¸i Cung (Cao)	0	4	32758	130	18000	0	300	1	410;696	216;358	1	86	300077	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Cung	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu-Chu T­íc Nguyªn So¸i Song §ao (Cao)	0	7	32759	215	18000	0	300	2	410;696	409;701	1	105	300078	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Song ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0	11	32760	215	18000	0	300	2	316;520	355;619	1	105	300079	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0	2	32761	90	18000	0	300	0	256;463	458;798	1	86	300080	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Chu T­íc Nguyªn So¸i §ao (Cao)	0	3	32762	200	18000	0	300	0	410;696	216;358	1	100	300081	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Chu T­íc Nguyªn So¸i Bót (Cao)	0	9	32763	130	18000	0	300	0	410;696	216;358	1	110	300082	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Chu T­íc Nguyªn So¸i Tr¶o (Cao)	0	11	32764	215	18000	0	300	2	256;463	458;798	1	105	300083	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Chu T­íc Nguyªn So¸i PhiÕn (Cao)	0	13	32765	140	18000	0	300	0	429;728	277;564	1	87	300084	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Linh Chi	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Chu T­íc Nguyªn So¸i §Şch (Cao)	0	12	32766	130	18000	0	300	0	429;728	139;283	1	87	300085	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tiªu	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Chu T­íc Nguyªn So¸i Chñy (Cao)	0	14	32767	90	18000	0	300	2	416;693		1	110	300086	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Chu T­íc Nguyªn So¸i KiÕm (Cao)	0	2	15300	90	18000	0	300	0	416;693	416;693	1	110	300087	790			T©n thñ kh«ng thÓ dïng			ƒnh bót dµy m­a giã, ®­êng mùc râ v©n m©y<color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 8,100,000)		Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Ph¸ Hån TŞch DiÖt §ao	0	3	15301	200	18000	0	300	0	391;664	206;343	1	100		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		§¬n ®ao		10;10	1	1	2	0		96	121	84	12
Ph¸ Hån NghŞch Phong Cù	0	0	15302	100	18000	0	300	0	272;663	404;739	1	86		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tİch tr­îng		10;10	1	1	4	0		96	120	84	12
Ph¸ Hån Bå §Ò Tr­îng	0	8	15303	50	18000	0	300	0	401;685	353;739	1	90		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Hé thñ		10;10	1	1	3	0		96	120	84	12
Ph¸ Hån Diªm V­¬ng ThiÕp	0	1	15304	50	18000	0	300	0	258;653	139;216	1	80		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		¸m khİ		10;10	1	1	6	0		96	118	84	12
Ph¸ Hån Cam Lé KiÕm	0	2	15305	90	18000	0	300	0	245;694	427;762	1	86		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr­êng kiÕm		10;10	1	1	8	0		96	120	84	12
Ph¸ Hån Ngäc B¨ng CÇm	0	10	15306	140	18000	0	300	1	311;530	355;614	1	90		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		CÇm		10;10	1	1	9	0		96	119	84	12
Ph¸ Hån Xİch L©n Thñ	0	0	15307	50	18000	0	300	0	402;716	353;618	1	90		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Hé thñ		10;10	1	1	11	0		96	121	84	12
Ph¸ Hån TrÊn H¶i Bæng	0	5	15308	200	18000	0	300	0	326;694	173;357	1	84		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		C«n		10;10	1	1	12	0		96	118	84	12
Ph¸ Hån L­u V©n KiÕm	0	2	15309	90	18000	0	300	0	244;442	438;762	1	86		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr­êng kiÕm		10;10	1	1	14	0		96	120	84	12
Ph¸ Hån Thanh Liªn Bót	0	9	15310	130	18000	0	300	0	286;653	154;564	1	110		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Bót		10;10	1	1	15	0		96	118	84	12
Ph¸ Hån Long §¶m Th­¬ng	0	6	15311	130	18000	0	300	0	371;663	132;342	1	95		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Th­¬ng		10;10	1	1	17	0		96	121	84	12
Ph¸ Hån V« ¶nh ThiÓm	0	4	15312	130	18000	0	300	1	295;663	159;342	1	86		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Cung		10;10	1	1	18	0		96	118	84	12
Ph¸ Hån Phong Ma Tr¶m	0	7	15313	215	18000	0	300	2	303;663	402;685	1	105		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Song ®ao		10;10	1	1	20	0		96	118	84	12
Ph¸ Hån Kh« HuyÕt Tr¶o	0	11	15314	215	18000	0	300	2	302;497	338;591	1	105		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr¶o		10;10	1	1	21	0		96	118	84	12
Ph¸ Hån KiÕm Ph¸ch	0	2	15315	90	18000	0	300	0	244;442	437;762	1	86		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr­êng kiÕm		10;10	1	1	23	0		96	120	84	12
Ph¸ Hån Th¸nh DiÖu §ao	0	3	15316	200	18000	0	300	0	391;664	206;343	1	100		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		§¬n ®ao		10;10	1	1	25	0		96	121	84	12
Ph¸ Hån Tõ ¢n Bót	0	9	15317	130	18000	0	300	0	391;664	206;343	1	110		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Bót		10;10	1	1	26	0		96	121	84	12
Ph¸ Hån V« T­íng Tr¶o	0	11	15318	215	18000	0	300	2	244;442	437;762	1	105		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr¶o		10;10	1	1	27	0		96	120	84	12
Ph¸ Hån Lçi NguyÖt	0	13	15319	140	18000	0	300	0	410;696	216;537	1	87		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Linh Chi		10;10	1	1	29	0		96	121	84	12
Ph¸ Hån §é NguyÖt Tiªu	0	12	15320	130	18000	0	300	0	409;696	133;358	1	87		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tiªu		10;10	1	1	30	0		96	121	84	12
Ph¸ Hån Tô B¹ch TuyÕt	0	14	15321	90	18000	0	300	2	416;744		1	110		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr­êng kiÕm		10;10	1	1	31	0		96	121	84	12
Ph¸ Hån L¹c Cöu Thiªn	0	2	15322	90	18000	0	300	0	416;744	416;744	1	110		590			T©n thñ kh«ng thÓ dïng			<color=Gold>KiÕm khİ tung hoµnh v¹n dÆm, ¸nh l¹nh rùc s¸ng cöu ch©u		Tr­êng kiÕm		10;10	1	1	32	0		96	121	84	12
Quang Minh Xİch Háa §ao	0	3	15323	215	18000	0	250	0	143;285		1	100	300089	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Binh khİ cña Minh Gi¸o Th¸nh ChiÕn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µ¥µ¶6b	§¬n ®ao		10;10	1	1	25	0					
Quang Minh Xİch Háa §ao	0	3	15324	215	18000	0	250	0	143;285		1	100	300090	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Binh khİ cña Minh Gi¸o Th¸nh ChiÕn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µ¥µ¶6b	§¬n ®ao		10;10	1	1	25	0					
Quang Minh Xİch Háa §ao	0	3	15325	215	18000	0	250	0	143;285		1	100	300091	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Binh khİ cña Minh Gi¸o Th¸nh ChiÕn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µ¥µ¶6b	§¬n ®ao		10;10	1	1	25	0					
Quang Minh Xİch Háa §ao	0	3	15326	215	18000	0	250	0	143;285		1	100	300092	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bla_013a1.spr	\image\item\weapon\wea_bla_013a0.spr	Binh khİ cña Minh Gi¸o Th¸nh ChiÕn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µ¥µ¶6b	§¬n ®ao		10;10	1	1	25	0					
Cù Méc L·nh NguyÖt Tr¶o	0	11	15327	50	18000	0	250	0	105;209	122;244	1	105	300093	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Binh khİ cña Minh Gi¸o HuyÕt Nh©n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	×¦6b	Bót		10;10	1	1	27	0					
Cù Méc L·nh NguyÖt Tr¶o	0	11	15328	50	18000	0	250	0	105;209	122;244	1	105	300094	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Binh khİ cña Minh Gi¸o HuyÕt Nh©n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	×¦6b	Bót		10;10	1	1	27	0					
Cù Méc L·nh NguyÖt Tr¶o	0	11	15329	50	18000	0	250	0	105;209	122;244	1	105	300095	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Binh khİ cña Minh Gi¸o HuyÕt Nh©n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	×¦6b	Bót		10;10	1	1	27	0					
Cù Méc L·nh NguyÖt Tr¶o	0	11	15330	50	18000	0	250	0	105;209	122;244	1	105	300096	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_zhua_011a1.spr	\image\item\weapon\wea_zhua_011a0.spr	Binh khİ cña Minh Gi¸o HuyÕt Nh©n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	×¦6b	Bót		10;10	1	1	27	0					
NhuÖ Kim L¨ng V©n Bót	0	9	15331	50	18000	0	250	0	94;188		1	110	300097	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Binh khİ cña Minh Gi¸o TrËn Binh ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	±Ê6b	Tr¶o		10;10	1	1	26	0					
NhuÖ Kim L¨ng V©n Bót	0	9	15332	50	18000	0	250	0	94;188		1	110	300098	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Binh khİ cña Minh Gi¸o TrËn Binh ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	±Ê6b	Tr¶o		10;10	1	1	26	0					
NhuÖ Kim L¨ng V©n Bót	0	9	15333	50	18000	0	250	0	94;188		1	110	300099	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Binh khİ cña Minh Gi¸o TrËn Binh ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	±Ê6b	Tr¶o		10;10	1	1	26	0					
NhuÖ Kim L¨ng V©n Bót	0	9	15334	50	18000	0	250	0	94;188		1	110	300100	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_bru_013a1.spr	\image\item\weapon\wea_bru_013a0.spr	Binh khİ cña Minh Gi¸o TrËn Binh ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	±Ê6b	Tr¶o		10;10	1	1	26	0					
B¨ng T©m S­¬ng Hoa PhiÕn	0	13	15335	90	18000	0	250	0	143;285		1	110	300101	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_di_013a1.spr	\image\item\weapon\Wea_di_013a0.spr	Binh khİ cña Thóy Yªn Vò Tiªn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µÑ8b	Tiªu		10;10	1	1	29	0					
B¨ng T©m S­¬ng Hoa PhiÕn	0	13	15336	90	18000	0	250	0	143;285		1	110	300102	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_di_013a1.spr	\image\item\weapon\Wea_di_013a0.spr	Binh khİ cña Thóy Yªn Vò Tiªn ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	µÑ8b	Tiªu		10;10	1	1	29	0					
ThiÖn ¶nh L­u Ly Chi	0	12	15337	50	18000	0	250	0	105;209	122;244	1	87	300103	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_008a1.spr	\image\item\weapon\Wea_lingzhi_008a0.spr	Binh khİ cña Thóy Yªn Linh N÷ ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	ÁéÖ¦8a	Linh Chi		10;10	1	1	30	0					
ThiÖn ¶nh L­u Ly Chi	0	12	15338	50	18000	0	250	0	105;209	122;244	1	87	300104	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_008a1.spr	\image\item\weapon\Wea_lingzhi_008a0.spr	Binh khİ cña Thóy Yªn Linh N÷ ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	ÁéÖ¦8a	Linh Chi		10;10	1	1	30	0					
Phong Khëi ChÊp Thiªn Hµnh	0	2	15339	130	18000	0	250	0	94;188	170;340	1	110	300105	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	Binh khİ cña C«n L«n KiÕm T«n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	³¤½£6b	Tr­êng kiÕm		10;10	1	1	32	0					
Phong Khëi ChÊp Thiªn Hµnh	0	2	15340	130	18000	0	250	0	94;188	170;340	1	110	300106	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	Binh khİ cña C«n L«n KiÕm T«n ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	³¤½£6b	Tr­êng kiÕm		10;10	1	1	32	0					
L«i §éng TuÇn Thiªn KiÕm	0	2	15341	215	18000	0	250	0	94;188	170;340	1	86	300107	50			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_swd_013a1.spr	\image\item\weapon\wea_swd_013a0.spr	Binh khİ cña C«n L«n Thiªn S­ ®­îc s­u tËp trong Tµng KiÕm S¬n Trang	³¤½£6b	Tr­êng kiÕm		10;10	1	1	23	0					
