Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31731	10	1	0	100						32305	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31732	10	1	0	100						32306	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31733	10	1	0	100						32307	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31734	10	1	0	100						32308	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31735	10	1	0	100						32309	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31736	10	1	0	100						32310	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31737	10	1	0	100						32311	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31738	10	1	0	100						32312	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Kú	0	102	31739	10	1	0	100						32313	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãc1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãc0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31740	10	1	0	100						32292	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31741	10	1	0	100						32293	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31742	10	1	0	100						32294	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31743	10	1	0	100						32295	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31744	10	1	0	100						32296	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31745	10	1	0	100						32297	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31746	10	1	0	100						32298	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31747	10	1	0	100						32299	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31748	10	1	0	100						32300	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31749	10	1	0	100						32301	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31750	10	1	0	100						32302	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31751	10	1	0	100						32303	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31752	10	1	0	100						32304	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31753	10	1	0	100						32305	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31754	10	1	0	100						32306	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31755	10	1	0	100						32307	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31756	10	1	0	100						32308	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31757	10	1	0	100						32309	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31758	10	1	0	100						32310	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31759	10	1	0	100						32311	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31760	10	1	0	100						32312	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Uy Hæ T­íng Qu©n LÖnh Phï	0	102	31761	10	1	0	100						32313	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\5¼¶ÎÆÊÎ¿ãd1.spr	\image\item\ring\5¼¶ÎÆÊÎ¿ãd0.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31762	10	1	0	100						32314	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31763	10	1	0	100						32315	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31764	10	1	0	100						32316	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31765	10	1	0	100						32317	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31766	10	1	0	100						32318	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31767	10	1	0	100						32319	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31768	10	1	0	100						32320	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31769	10	1	0	100						32321	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31770	10	1	0	100						32322	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31771	10	1	0	100						32323	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31772	10	1	0	100						32324	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31773	10	1	0	100						32325	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31774	10	1	0	100						32326	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31775	10	1	0	100						32327	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31776	10	1	0	100						32328	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31777	10	1	0	100						32329	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31778	10	1	0	100						32330	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31779	10	1	0	100						32331	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31780	10	1	0	100						32332	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31781	10	1	0	100						32333	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31782	10	1	0	100						32334	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	31	0					
Liªu-Uy Hæ Nguyªn So¸i HiÖu Phï	0	102	31783	10	1	0	100						32335	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5b1.spr	\image\item\ring\½«¾üÓ¡5b0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	32	0					
Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0	102	31784	10	1	0	100						32314	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0	102	31785	10	1	0	100						32315	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0	102	31786	10	1	0	100						32316	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0	102	31787	10	1	0	100						32317	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu-Uy Hæ Nguyªn So¸i Hæ Phï	0	102	31788	10	1	0	100						32318	790			T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm So¸i)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
